detected,predicted_family,source_type,sink,module,field,file,line,path_valid,evidence,case_id,detector,config_sha256,policy_sha256,status
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_11,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_2b47837694ae4f1b,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,selected_doc_ids,invariance,selected_doc_ids,selection,,True,changed_qids=1,c_2b47837694ae4f1b,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_11,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_2b47837694ae4f1b,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_2cd0bf73f8224159,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_2cd0bf73f8224159,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_2cd0bf73f8224159,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_2cd0bf73f8224159,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_2cd0bf73f8224159,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_2cd0bf73f8224159,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_2f3efd7aa03049d7,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_2f3efd7aa03049d7,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_2f3efd7aa03049d7,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_filter,candidate_filter,aux_73,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_2f3efd7aa03049d7,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_2f3efd7aa03049d7,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_filter,candidate_filter,aux_73,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_2f3efd7aa03049d7,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_3095d6195ad44fdc,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_3095d6195ad44fdc,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,schema_guard,aux_17,,,,extra metadata field,c_3095d6195ad44fdc,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_17,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_3095d6195ad44fdc,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_3095d6195ad44fdc,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_17,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_3095d6195ad44fdc,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_375a3acdd9024342,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_375a3acdd9024342,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_375a3acdd9024342,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_375a3acdd9024342,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_375a3acdd9024342,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_375a3acdd9024342,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_387d494f03c1487e,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_387d494f03c1487e,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_387d494f03c1487e,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_43,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_387d494f03c1487e,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_387d494f03c1487e,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_43,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_387d494f03c1487e,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_44e48d8e577c47fb,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_44e48d8e577c47fb,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_44e48d8e577c47fb,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_47,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_44e48d8e577c47fb,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_44e48d8e577c47fb,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_47,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_44e48d8e577c47fb,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_46894f5d00dd47e3,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46894f5d00dd47e3,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46894f5d00dd47e3,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46894f5d00dd47e3,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46894f5d00dd47e3,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46894f5d00dd47e3,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_46af0707d227425e,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46af0707d227425e,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46af0707d227425e,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46af0707d227425e,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46af0707d227425e,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_46af0707d227425e,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_4ebe8fd5a7034199,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_4ebe8fd5a7034199,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_4ebe8fd5a7034199,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_4ebe8fd5a7034199,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_4ebe8fd5a7034199,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_4ebe8fd5a7034199,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_5098e6020128428a,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_5098e6020128428a,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,schema_guard,aux_11,,,,extra metadata field,c_5098e6020128428a,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_11,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_5098e6020128428a,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_5098e6020128428a,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_11,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_5098e6020128428a,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_522d5b59eb2841ea,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_522d5b59eb2841ea,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_522d5b59eb2841ea,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_522d5b59eb2841ea,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_522d5b59eb2841ea,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_522d5b59eb2841ea,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_54adb8be25374740,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_54adb8be25374740,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_54adb8be25374740,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_41,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_54adb8be25374740,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_54adb8be25374740,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,feature_matrix,feature_builder,aux_41,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_54adb8be25374740,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_58f1c9c284b14538,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_58f1c9c284b14538,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_58f1c9c284b14538,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_58f1c9c284b14538,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_58f1c9c284b14538,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_58f1c9c284b14538,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_5a06debb26054c51,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_5a06debb26054c51,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,schema_guard,aux_17,,,,extra metadata field,c_5a06debb26054c51,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_17,runtime_taint_trace.jsonl,,True,taint reached deployment sink,c_5a06debb26054c51,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,selected_doc_ids,invariance,selected_doc_ids,selection,,True,changed_qids=3,c_5a06debb26054c51,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,EvidenceGold,candidate_scoring,selector,aux_17,runtime_taint_trace.jsonl,,True,full_audit_component=runtime_taint; taint reached deployment sink,c_5a06debb26054c51,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_5afce37ee2774341,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_5afce37ee2774341,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_5afce37ee2774341,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_5afce37ee2774341,runtime_taint,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_5afce37ee2774341,invariance,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_5afce37ee2774341,full_audit,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
True,UNKNOWN_LEAK,,,keyword_static_baseline,label,adapter.py,,,keyword:label,c_61c199064a5a4d90,keyword_static_baseline,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_61c199064a5a4d90,ast_static_dataflow,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
False,,,,,,,,,,c_61c199064a5a4d90,schema_guard,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,4640ce4a3328e6b8b4e4383e059d2e1d0bb0bc06625b1b637acee6b99986ee1f,REPRODUCED
