qid_hash,doc_id_hash,has_evidence_gold
h_82ded7f1fee543c4,h_b9370f75a1f6a0bb,True
h_0aa9a016c3e03edf,h_90149d8170d31870,True
h_0aa9a016c3e03edf,h_0ccb88bad1804162,True
h_0aa9a016c3e03edf,h_69d741bbc4919a68,True
h_1f1072f0262346d4,h_189877103e504933,True
h_1f1072f0262346d4,h_3df69989c34502a6,True
h_1f1072f0262346d4,h_bbd7b62c1dd08bca,True
h_1f1072f0262346d4,h_4141678d7555a805,True
h_1f1072f0262346d4,h_3c63fec05d1f0989,True
h_1f1072f0262346d4,h_25cba4dd0cd9d8b4,True
h_1f1072f0262346d4,h_77f3fc408e0c92d3,True
h_1f1072f0262346d4,h_290477d23f8ddf92,True
h_a7e7ea99fe6041d0,h_93915980a37df512,True
h_a7e7ea99fe6041d0,h_cf397e0698e1805f,True
h_a7e7ea99fe6041d0,h_4712c4f61f4a0193,True
h_a7e7ea99fe6041d0,h_62e999208e4fcadb,True
h_a7e7ea99fe6041d0,h_a08b80eedb2bb00a,True
h_7a58aa552ff8a05e,h_5be61b5c74b72031,True
h_34312358fa45770d,h_9df79e1a4da0fdde,True
h_34312358fa45770d,h_7353be495692f75d,True
h_34312358fa45770d,h_74bd0416c3067325,True
h_34312358fa45770d,h_dc136ca8b58e5fef,True
h_34312358fa45770d,h_909e364e090ba8b5,True
h_b2da72cbeec6f9b3,h_75b2b85bc4b24046,True
h_2d37c58aba833145,h_32f828547342e2b1,True
h_2d37c58aba833145,h_e258c7c7492d1fa2,True
h_2d37c58aba833145,h_9002761dd6e84450,True
h_2d37c58aba833145,h_ba806a4149bf4537,True
h_6acdeadcd427b37e,h_585a8335ee9feb49,True
h_6acdeadcd427b37e,h_8c0a9446bfd5e118,True
h_6acdeadcd427b37e,h_fc27d8b159be329e,True
h_6acdeadcd427b37e,h_bbeecc85e1b82c28,True
h_6acdeadcd427b37e,h_d25a633edc524e14,True
h_6acdeadcd427b37e,h_087d863b3f4b7b24,True
h_6acdeadcd427b37e,h_aa042a8a12bcdde6,True
h_fb1858364a98be0c,h_48aff118d15227ce,True
h_fb1858364a98be0c,h_e6a9dff68bc12a76,True
h_fb1858364a98be0c,h_835164e23fdcea2e,True
h_fb1858364a98be0c,h_08a45ef6f528a848,True
h_fb1858364a98be0c,h_9df4a41168eea8d7,True
h_fb1858364a98be0c,h_ce86ff1a21818062,True
h_fb1858364a98be0c,h_aa042a8a12bcdde6,True
h_4293ab88a1dc31de,h_b0b22e70d371ac7b,True
h_4293ab88a1dc31de,h_ab9512b8d077ee7f,True
h_4293ab88a1dc31de,h_08ed2cd21c7943da,True
h_4293ab88a1dc31de,h_9c9d863b89554bde,True
h_4293ab88a1dc31de,h_b469b2415193551d,True
h_e35d8b3e00b6c578,h_ea39b020cf63a889,True
h_e35d8b3e00b6c578,h_44286342c22036c2,True
h_e35d8b3e00b6c578,h_5412556227672d36,True
h_e35d8b3e00b6c578,h_0210943b884eb8c0,True
h_e35d8b3e00b6c578,h_ddfc70dbce8447ba,True
h_14f89f13535cefcb,h_60bedb9c866fed28,True
h_14f89f13535cefcb,h_41ec05761acc1b7d,True
h_14f89f13535cefcb,h_c84cf798d9232bed,True
h_14f89f13535cefcb,h_0bf7b43136f9475a,True
h_14f89f13535cefcb,h_5be61b5c74b72031,True
h_52c921c207086275,h_adbb835cf5829479,True
h_52c921c207086275,h_c7c3a35fe132a48a,True
h_7d621dceabbd4760,h_a207fbc9eae8a7ad,True
h_7d621dceabbd4760,h_811cf64b4b49f010,True
h_7d621dceabbd4760,h_49743780ea409579,True
h_7d621dceabbd4760,h_4cc27045c0e07972,True
h_7d621dceabbd4760,h_2d08e0c4c2fd163b,True
h_7d621dceabbd4760,h_f884acb506453467,True
h_d757b834181fcaa6,h_e2a946eaff80d3b8,True
h_d757b834181fcaa6,h_0493db9d0c283944,True
h_d757b834181fcaa6,h_c53113593ae7c058,True
h_5552cabaa024d645,h_9805841a5132c6e7,True
h_5552cabaa024d645,h_99b4c69e7b276e9a,True
h_5552cabaa024d645,h_7a67584c36d5292c,True
h_5552cabaa024d645,h_91bce8298741f3b4,True
h_5552cabaa024d645,h_c0c70cb0b1d13ceb,True
h_5552cabaa024d645,h_79b73ab238d2f3b3,True
h_5552cabaa024d645,h_b8c98d97560bee99,True
h_5552cabaa024d645,h_6524f80798b43cc4,True
h_5552cabaa024d645,h_a0851e5a6304de0f,True
h_63e0054d0871d439,h_51c5bbd8a44c7c0a,True
h_63e0054d0871d439,h_2c5adf16754eba55,True
h_63e0054d0871d439,h_5795ffc6d06637a1,True
h_63e0054d0871d439,h_d85b1ce1e1719c7f,True
h_63e0054d0871d439,h_8a7986a056bbf4d0,True
h_63e0054d0871d439,h_a3dadd20dff97cdd,True
h_63e0054d0871d439,h_655fda506fb22f29,True
h_5f3cda0e62d2d81d,h_9aee61028c200162,True
h_5f3cda0e62d2d81d,h_bbeecc85e1b82c28,True
h_6e18b1081914b79f,h_0655fef69ab676b4,True
h_6e18b1081914b79f,h_016d60fe3a148020,True
h_6e18b1081914b79f,h_7d21b0985a393f1e,True
h_6e18b1081914b79f,h_7c93146eff15a3f5,True
h_6e18b1081914b79f,h_3c9fd1366398f55b,True
h_ee825dd1d3235280,h_835164e23fdcea2e,True
h_ee825dd1d3235280,h_08a45ef6f528a848,True
h_ee825dd1d3235280,h_ce40c7f7b86335d4,True
h_ee825dd1d3235280,h_b4d7d73c49a3593c,True
h_ee825dd1d3235280,h_7c93146eff15a3f5,True
h_ee825dd1d3235280,h_bbeecc85e1b82c28,True
h_ee825dd1d3235280,h_f001e2493b0d251a,True
h_ee825dd1d3235280,h_c53113593ae7c058,True
h_ee825dd1d3235280,h_5be61b5c74b72031,True
