source_id,qid_hash,doc_id_hash,source_file,row_hash,usage_scope
human_gold_000124,h_34312358fa45770d,h_74bd0416c3067325,data\annotations\formal300\evidence_annotation_a.csv,430f65b63e1c445853bc7ae665a4fc6b8d356fc04f0e1e96ba6dba2aae8727ee,injector_and_evaluator_only
human_gold_000125,h_34312358fa45770d,h_dc136ca8b58e5fef,data\annotations\formal300\evidence_annotation_a.csv,8845a39d1d544583cb91dc2e229a943ac66a490932d13c0cbff7f427c5ec7311,injector_and_evaluator_only
human_gold_000126,h_34312358fa45770d,h_909e364e090ba8b5,data\annotations\formal300\evidence_annotation_a.csv,da00074e84ff4d7be8f6c86a7f12226d0ab49105c00492249d7ee36716e8c9ef,injector_and_evaluator_only
human_gold_000127,h_34312358fa45770d,h_7353be495692f75d,data\annotations\formal300\evidence_annotation_a.csv,a24e29b11730820ef4dd3cd2d2fdf5a20a1857f63d37d745f7da2a649782aee2,injector_and_evaluator_only
human_gold_000128,h_93f52c898e7493f0,h_8bfc1d9d646dea71,data\annotations\formal300\evidence_annotation_a.csv,cccc6ad1bb13b06243410c2de8d654a4f6841d90d22557d413115928e8fd6f14,injector_and_evaluator_only
human_gold_000129,h_93f52c898e7493f0,h_a08b80eedb2bb00a,data\annotations\formal300\evidence_annotation_a.csv,203722a2589aef272726e85e057e232b8e81a9462f8f365e194b5560cb6670b4,injector_and_evaluator_only
human_gold_000130,h_93f52c898e7493f0,h_64fd5afd22a26ecd,data\annotations\formal300\evidence_annotation_a.csv,93c154cfc7f8a5ac9010025a5c76f85f43afe03093ad338948d6cac057705e42,injector_and_evaluator_only
human_gold_000131,h_93f52c898e7493f0,h_e087f6e52aa7cccb,data\annotations\formal300\evidence_annotation_a.csv,b9ebb867c654ef2b567e61ad57c212da84f6add9ca9031c087e0bd3f0fc79084,injector_and_evaluator_only
human_gold_000132,h_93f52c898e7493f0,h_58e357d8712f7679,data\annotations\formal300\evidence_annotation_a.csv,90296fe497e7337eef179b580ecda430c24eb0357b7baf31e5cf0e6cd8750ff1,injector_and_evaluator_only
human_gold_000133,h_93f52c898e7493f0,h_341787069849a216,data\annotations\formal300\evidence_annotation_a.csv,f48b80c08bdf8c9c5baf2de76e278100b6b305d4b7d9da6454742fc9798745bf,injector_and_evaluator_only
human_gold_000134,h_4fc5ac2fb34513ab,h_54962786464c5333,data\annotations\formal300\evidence_annotation_a.csv,5cefba12f08e915802dde3e94743a59c0e01ec9edd8be920c90a26018fea6f6d,injector_and_evaluator_only
human_gold_000135,h_35f315394f1454ca,h_2e6c6401966ad05c,data\annotations\formal300\evidence_annotation_a.csv,2714cb5955558c732592e4ee32efe395b92376837df12c38ea594cefe521e98e,injector_and_evaluator_only
human_gold_000136,h_35f315394f1454ca,h_6ea13bb1c0cbe3e9,data\annotations\formal300\evidence_annotation_a.csv,2eb8a206b63ad873282d320e44a85a8332b809a47927aace795652408c4fdf91,injector_and_evaluator_only
human_gold_000137,h_35f315394f1454ca,h_8f7de22a0673cb71,data\annotations\formal300\evidence_annotation_a.csv,a35470ea512c3a9f5315554d70538a081945d38e5dc8260811d6f13fff958d3e,injector_and_evaluator_only
human_gold_000138,h_35f315394f1454ca,h_d8374537214380bd,data\annotations\formal300\evidence_annotation_a.csv,3ee4235988ed6057cc6261d4ca0f8501122fa6fceac958c1b9222cae67e2f5cd,injector_and_evaluator_only
human_gold_000139,h_35f315394f1454ca,h_9628bf07115d1fc2,data\annotations\formal300\evidence_annotation_a.csv,94ad84e683005116507888eef98e57a7e8abab01651af4d183cf17b5f1ea6886,injector_and_evaluator_only
human_gold_000140,h_35f315394f1454ca,h_ea897e3f7d081145,data\annotations\formal300\evidence_annotation_a.csv,f3fbfe459c12f7dec1997e2d87bf77235ab0cb09f0b27b5816b61db82dff8b56,injector_and_evaluator_only
human_gold_000141,h_35f315394f1454ca,h_0c2c511b5d194071,data\annotations\formal300\evidence_annotation_a.csv,760212e1518cba316f7ad43d017ae9f7ea9f6c38d9a4ea9ba199184bf1dffb6b,injector_and_evaluator_only
human_gold_000142,h_e0cef060477eddb6,h_368c2e5118a29269,data\annotations\formal300\evidence_annotation_a.csv,fc7802f15d5b63b61d195c426a52d8ac6388ccd02d0fa4ca9b97759f1d573d50,injector_and_evaluator_only
human_gold_000143,h_8e44f9c054a263eb,h_4eee78e21eb5d47e,data\annotations\formal300\evidence_annotation_a.csv,9e0f951406c29d2478cb8ec3439fd74287bb5dad53b38c06972e1c0fb8cec2de,injector_and_evaluator_only
human_gold_000144,h_8e44f9c054a263eb,h_eb515ed130476085,data\annotations\formal300\evidence_annotation_a.csv,fa400c0a8344f45f5fb8bc2b5d3df561fd42ae2dc3497ae380cefcf09a2d44c0,injector_and_evaluator_only
human_gold_000145,h_8e44f9c054a263eb,h_81cb3f43703003c1,data\annotations\formal300\evidence_annotation_a.csv,33c9ddcd8d8495e4ad246b8b8693110f7dcc27a25ec142fada05a703decc3c05,injector_and_evaluator_only
human_gold_000146,h_2f1e548763c998c1,h_fb239d74a840e976,data\annotations\formal300\evidence_annotation_a.csv,877f090e2d370ef39b045cecbd76f1f335704bfe04eba9f179b47b0d51c971b6,injector_and_evaluator_only
human_gold_000147,h_2f1e548763c998c1,h_e421d602bbf5c7aa,data\annotations\formal300\evidence_annotation_a.csv,d331637c51854d0b61273803edcc5e88a8e712fa8e02436bc4ae5a7b9a7659ff,injector_and_evaluator_only
human_gold_000148,h_75fdda66ae83cf1a,h_9df79e1a4da0fdde,data\annotations\formal300\evidence_annotation_a.csv,0fdf6ec565388bbda850108dcf4c1057a69a794f791e1835732e8d289a45731c,injector_and_evaluator_only
human_gold_000149,h_75fdda66ae83cf1a,h_613c0067a8031afc,data\annotations\formal300\evidence_annotation_a.csv,d75f9353ee8bb92bdf89c274b9d8521284e99ae4e0b110cf733a5f77faff05a3,injector_and_evaluator_only
human_gold_000150,h_76d7785d81f9d4d6,h_4f0d9dcf1da662f6,data\annotations\formal300\evidence_annotation_a.csv,086c0286eef1d08493c0d283b089bff301d0379282206752436a8463b939447b,injector_and_evaluator_only
human_gold_000151,h_76d7785d81f9d4d6,h_7d885ed59c90f052,data\annotations\formal300\evidence_annotation_a.csv,a5d2b32fa20338a52e9c94f46506e56a96794d112b7e173346680b7298eda588,injector_and_evaluator_only
human_gold_000152,h_4443ef6128bcdd6a,h_5f346670f20b7968,data\annotations\formal300\evidence_annotation_a.csv,55efe6fb6985935138be1644c57bc97bacb285dc3b59acbe1819e7e162ef9d09,injector_and_evaluator_only
human_gold_000153,h_4443ef6128bcdd6a,h_b865d31129bd651a,data\annotations\formal300\evidence_annotation_a.csv,72a7975f65fdbeacdadab98461d7fb41439b49c4c06f7f8e5098d94bd1a2501a,injector_and_evaluator_only
human_gold_000154,h_4443ef6128bcdd6a,h_c5c15c979061cd01,data\annotations\formal300\evidence_annotation_a.csv,97520f3115336f7029ecaf4a3d9d29848c8108558afb5bbb04c7a388e3eb32d3,injector_and_evaluator_only
human_gold_000155,h_4443ef6128bcdd6a,h_e69529312fa278c1,data\annotations\formal300\evidence_annotation_a.csv,52fbd0bd40f72aa06ba066fe6bfafa5248cdb1f3d866efbef3ac1c9882db74a8,injector_and_evaluator_only
human_gold_000156,h_4443ef6128bcdd6a,h_fe41d60414278c24,data\annotations\formal300\evidence_annotation_a.csv,33f9bb61ebcacfdb8fc0c68bd4f3298188e0cf6e3a7d6ac9c05354abaaae54e7,injector_and_evaluator_only
human_gold_000157,h_4443ef6128bcdd6a,h_9675408d736f44bb,data\annotations\formal300\evidence_annotation_a.csv,e3afde367250ce350d72569c930a2bd512be1bfb23d317ad2ab6edc8815646fd,injector_and_evaluator_only
human_gold_000158,h_4443ef6128bcdd6a,h_eee86455961e7667,data\annotations\formal300\evidence_annotation_a.csv,0ac60234df049554653b09408e5c00083a1fd92b519494c6b619129123329acd,injector_and_evaluator_only
human_gold_000159,h_94a854a9b2a13918,h_96df7c8ab7c0dc85,data\annotations\formal300\evidence_annotation_a.csv,b622c6eb0e8ec0950cc4f1236aff6c1d29ca3561c1324b650ddf051bcb08676f,injector_and_evaluator_only
human_gold_000160,h_94a854a9b2a13918,h_7812ee6d397fae37,data\annotations\formal300\evidence_annotation_a.csv,d921e3990a9c62daea409a13a5730d3f3b39e1d2315587459fed24a0885182c6,injector_and_evaluator_only
human_gold_000161,h_94a854a9b2a13918,h_9461431649f3ead2,data\annotations\formal300\evidence_annotation_a.csv,4dfc1aad9508c911bbeb59509b3caaf213d5c99ce43b7e2950c0ec28d7ad43eb,injector_and_evaluator_only
human_gold_000162,h_94a854a9b2a13918,h_4771290d3e74726e,data\annotations\formal300\evidence_annotation_a.csv,b109903c7dfd2bed23fbf7c0234ab613d84483210eba338f2e418330dba09e3e,injector_and_evaluator_only
human_gold_000163,h_94a854a9b2a13918,h_dfb453b66b9365e0,data\annotations\formal300\evidence_annotation_a.csv,2a8f4862c5faecc50cb619f9f266f25644e6c91bbb74645f1ad10be7ab846c7c,injector_and_evaluator_only
human_gold_000164,h_94a854a9b2a13918,h_17d591267345c4f3,data\annotations\formal300\evidence_annotation_a.csv,b5774d91071c7e2a3c5d26e513ec4d935df5e2de2c17ad96e09416958b59cb3d,injector_and_evaluator_only
human_gold_000165,h_2faf0130d11cda85,h_9ad6600480d49a5a,data\annotations\formal300\evidence_annotation_a.csv,4c2e4e370c9be67410fdec0440668067817097bb33bff94144f2d537e92875bf,injector_and_evaluator_only
human_gold_000166,h_2faf0130d11cda85,h_fb239d74a840e976,data\annotations\formal300\evidence_annotation_a.csv,da3e5dc7647ace9fdef7315d9257c1920b89dad7b87901643a036d5b71a1d616,injector_and_evaluator_only
human_gold_000167,h_71845850351421e5,h_9df79e1a4da0fdde,data\annotations\formal300\evidence_annotation_a.csv,bf2e98589474f8c77e9b8490445fb4e334d0adf41355d846d5d505f3af8a03ef,injector_and_evaluator_only
human_gold_000168,h_71845850351421e5,h_f590b4d7d1b3dfbe,data\annotations\formal300\evidence_annotation_a.csv,563b61c1d028e174200f31c74248fbf9d53b3411bb028768baacdd09a4e0091d,injector_and_evaluator_only
human_gold_000169,h_71845850351421e5,h_cd79cc8d5d8bbc76,data\annotations\formal300\evidence_annotation_a.csv,f215d734581526c4a51ee895d20714677ea8ac8983f665b240b463e9e6a4f995,injector_and_evaluator_only
human_gold_000170,h_71845850351421e5,h_bbeecc85e1b82c28,data\annotations\formal300\evidence_annotation_a.csv,df35581d070ecd0bde7730506a137bf01365c298ea08f0afa26836b9f9d96c09,injector_and_evaluator_only
human_gold_000171,h_71845850351421e5,h_c1bf88ea249c4b5a,data\annotations\formal300\evidence_annotation_a.csv,58f8c3b65ac8f1c322c46a60877fdc9d477df6876302b6170c0c3b51550fe818,injector_and_evaluator_only
human_gold_000172,h_964afc20a1d837fe,h_a4f42bd3fba0b3d5,data\annotations\formal300\evidence_annotation_a.csv,59d0c0bf8177f422cd0a851860cea366017ccd06062f4a9fd55eb71240b1db8c,injector_and_evaluator_only
human_gold_000173,h_964afc20a1d837fe,h_fbd69840a99c562f,data\annotations\formal300\evidence_annotation_a.csv,009a1740bab7a1df00f56892c791b89a947c05707a22de83fc5c967339a9d815,injector_and_evaluator_only
human_gold_000174,h_964afc20a1d837fe,h_a29c8074d82a8e45,data\annotations\formal300\evidence_annotation_a.csv,998fc8c5185d303470a49ebef914bc42b5e663b9d923da9c4ac73a15ac6f58aa,injector_and_evaluator_only
human_gold_000175,h_7a9d3d4163ea6d74,h_f9751af4c3b85a4a,data\annotations\formal300\evidence_annotation_a.csv,752cd0e3ca5278c144d787a1ad26aa55a31ee4c030f1e776d0f3d83c5b756c0e,injector_and_evaluator_only
human_gold_000176,h_7a9d3d4163ea6d74,h_498fcb9b5c9ed023,data\annotations\formal300\evidence_annotation_a.csv,1030331f14aaad98755752c8370dbf6527393671721941df8b6aa733c0e0b9e3,injector_and_evaluator_only
human_gold_000177,h_7a9d3d4163ea6d74,h_986a4d558af91ca7,data\annotations\formal300\evidence_annotation_a.csv,ef5b190f475431afaf353c87015a769738f2f5b989f4e6ef142f81c0ee409481,injector_and_evaluator_only
human_gold_000178,h_7a9d3d4163ea6d74,h_99eff632a603bf77,data\annotations\formal300\evidence_annotation_a.csv,1d98e55dace858995451ca6550e661a4ba64a9bd373da017a19209350fa71a77,injector_and_evaluator_only
human_gold_000179,h_f09012a393b7b5be,h_17a26920b3bb1406,data\annotations\formal300\evidence_annotation_a.csv,60c661975977e3fe4cfed60da869d71698a4b84ee0fb1ede4666a453a467fa42,injector_and_evaluator_only
human_gold_000180,h_dc2e6dcc378dc471,h_514e5cf7faa4d024,data\annotations\formal300\evidence_annotation_a.csv,fcbf575cde8cae42ba670a5068d33566a464db7f37f21f35aacf2e17a0561661,injector_and_evaluator_only
human_gold_000181,h_93ced938e855f50c,h_60d02a483863750b,data\annotations\formal300\evidence_annotation_a.csv,4ed32b829d1ffefd3ffb23b04881a1f3707818e6982c8118543e045353915cfe,injector_and_evaluator_only
human_gold_000182,h_93ced938e855f50c,h_26fd27e21618bfa7,data\annotations\formal300\evidence_annotation_a.csv,d0ba03dc4b37d04c63726e3ad89da213b32e690fad5fa89b040db2902382694f,injector_and_evaluator_only
human_gold_000183,h_93ced938e855f50c,h_f07bfe5ed4fd6666,data\annotations\formal300\evidence_annotation_a.csv,d79f9750b8e83057aec1bded180d25a9365998f2216b2c61963514e7626bf20b,injector_and_evaluator_only
human_gold_000184,h_93ced938e855f50c,h_b96bff42d470157a,data\annotations\formal300\evidence_annotation_a.csv,a9ddc4ff7494f3076fca8d100efe68e14a3f292a2369d45c683398115dce74ec,injector_and_evaluator_only
human_gold_000185,h_0306d12b3af54920,h_6b0ca78c0b305d69,data\annotations\formal300\evidence_annotation_a.csv,7891a3ca4b3fd863e3e497fb0ced329bb364d212558067a1a6dd383b640154ca,injector_and_evaluator_only
human_gold_000186,h_b9cc58a31d8e18f6,h_89134d989146d5b4,data\annotations\formal300\evidence_annotation_a.csv,357f1c860d97baf7b42bf57e3cc34739b3e743cef8d291bdcca7fc2aeda31375,injector_and_evaluator_only
human_gold_000187,h_b9cc58a31d8e18f6,h_e3ebc7e046e20b77,data\annotations\formal300\evidence_annotation_a.csv,1555643220a4d27446fd891497a1767f4f6926c7aa2888f18e93f436092265f3,injector_and_evaluator_only
human_gold_000188,h_b9cc58a31d8e18f6,h_151b147bec147238,data\annotations\formal300\evidence_annotation_a.csv,11eabe05e4ffe1f52a9fc841766d393a7686149319d17fbc452a8b3b5e6a0e28,injector_and_evaluator_only
human_gold_000189,h_0a84731d9c9f375b,h_4d6fb3ef619508e5,data\annotations\formal300\evidence_annotation_a.csv,7e7565a0e26df618d76ad72240dd85f3f8848e56652e229e3413791f82d914ed,injector_and_evaluator_only
human_gold_000190,h_0a84731d9c9f375b,h_9c9583d7332bf844,data\annotations\formal300\evidence_annotation_a.csv,9366d6f031d637bf672bb914d2eb89c8267c0a434a32e7eb08a604e5ee963e2a,injector_and_evaluator_only
human_gold_000191,h_99dba1861fd444da,h_68275441f70f7ee1,data\annotations\formal300\evidence_annotation_a.csv,dd0f7648c68be504d1c60605f015fd853ac8aac6967ccfd868ab523c8ce94683,injector_and_evaluator_only
human_gold_000192,h_3bac2a1e915e2cf6,h_80096a3214e634db,data\annotations\formal300\evidence_annotation_a.csv,14f1986aad9ba7d5aa2a8bf902c6d5b5df6cc74dc07372690d3cbc176ba33a3c,injector_and_evaluator_only
human_gold_000193,h_82ded7f1fee543c4,h_b9370f75a1f6a0bb,data\annotations\formal300\evidence_annotation_a.csv,e62ab0ff84389d7716d2564847fef97211483c616145027985555511bfd24d92,injector_and_evaluator_only
human_gold_000194,h_8d064650f444c465,h_415802a72250efc0,data\annotations\formal300\evidence_annotation_a.csv,f823f9fabee7178823c799a771b674591e78da63b156fe50d26a56f5c7873aba,injector_and_evaluator_only
human_gold_000195,h_96c0a24fe612e67c,h_3db6e13b528558af,data\annotations\formal300\evidence_annotation_a.csv,624adbd69c32e66eda4421d78d330de95673febfd1d4d3ffb9636a98df4a8fe6,injector_and_evaluator_only
human_gold_000196,h_96c0a24fe612e67c,h_2ff66e3bdbc15ac2,data\annotations\formal300\evidence_annotation_a.csv,c0f5931f9c6ea62b95bc90aaeaafc8c37d234b9aecbff1871d28a6f4e5879534,injector_and_evaluator_only
human_gold_000197,h_96c0a24fe612e67c,h_041faa1616f172c0,data\annotations\formal300\evidence_annotation_a.csv,6f5a64ade2122a148caea15bc56b793ceb0c305c0797d4c48d09010ab4c2e57c,injector_and_evaluator_only
human_gold_000198,h_96c0a24fe612e67c,h_8ac700ba9f5a6196,data\annotations\formal300\evidence_annotation_a.csv,497b4a5db8df0a175992877fa774d2d7680b961917f0044619055fbb393bfb94,injector_and_evaluator_only
human_gold_000199,h_a7e7ea99fe6041d0,h_a08b80eedb2bb00a,data\annotations\formal300\evidence_annotation_a.csv,cc730e648ba407c75d495ad37c702bde84128a61723746d108c7053ca101cfa5,injector_and_evaluator_only
human_gold_000200,h_a7e7ea99fe6041d0,h_62e999208e4fcadb,data\annotations\formal300\evidence_annotation_a.csv,43a66a680985b3f7463363bb35dad587661f07fcc9ce912307db1190d992288b,injector_and_evaluator_only
human_gold_000201,h_a7e7ea99fe6041d0,h_93915980a37df512,data\annotations\formal300\evidence_annotation_a.csv,f96c4845596d861ec45231a1f16891744c4364166e06c7862de380100790f6be,injector_and_evaluator_only
human_gold_000202,h_a7e7ea99fe6041d0,h_cf397e0698e1805f,data\annotations\formal300\evidence_annotation_a.csv,b14b3a0fb48a066960ec6060db50025328f3a89c161d34d5f89fee6f8156c39e,injector_and_evaluator_only
human_gold_000203,h_a7e7ea99fe6041d0,h_4712c4f61f4a0193,data\annotations\formal300\evidence_annotation_a.csv,613de8bddaa26fab1b1f008c060577a86fee97c331ea49316437dd5341a15f9c,injector_and_evaluator_only
human_gold_000204,h_c8d42efbd8b87fbf,h_915cb0744040b1df,data\annotations\formal300\evidence_annotation_a.csv,a4555d042f66e4e3b2801e12372279acc9cbfc974df5562820255ac93669f7f0,injector_and_evaluator_only
human_gold_000205,h_c8d42efbd8b87fbf,h_addbd2bc5f4afcff,data\annotations\formal300\evidence_annotation_a.csv,c847399f595026f863f7850dd3fbcffd154b540ecf45476c51ee5f59f4213f26,injector_and_evaluator_only
human_gold_000206,h_c8d42efbd8b87fbf,h_c968978835aa46d1,data\annotations\formal300\evidence_annotation_a.csv,423db2119a0906183db5787c2c5241a8df51cc498f0c95884651a5b8f349900d,injector_and_evaluator_only
human_gold_000207,h_c8d42efbd8b87fbf,h_08a45ef6f528a848,data\annotations\formal300\evidence_annotation_a.csv,6ede3908df4361238caa84dcb07fef2525a7ae82995a98c63a784b6f60e21676,injector_and_evaluator_only
human_gold_000208,h_c8d42efbd8b87fbf,h_32c7a28ec008c2e0,data\annotations\formal300\evidence_annotation_a.csv,ea446d408f79d9db92e90d199474c7e7196e2f6388ec5f50211da64d285e1975,injector_and_evaluator_only
human_gold_000209,h_3b859581fd395a81,h_3da514cd1b3a1c4e,data\annotations\formal300\evidence_annotation_a.csv,cc209ab27ecd95ed7e9228aceb6bee61e5e2b1bdea08389b208b60832697cd0b,injector_and_evaluator_only
human_gold_000210,h_3b859581fd395a81,h_e1263c1b5373b337,data\annotations\formal300\evidence_annotation_a.csv,50c4c85880b623aceb4599a031bea289d9e0e31f9436fbf1afc785d860cf4312,injector_and_evaluator_only
human_gold_000211,h_3b859581fd395a81,h_ead06ff34c8f04a0,data\annotations\formal300\evidence_annotation_a.csv,e6387766e643a4256d9615508bd4f43b2098ac709be6960f0f431c702330dbb5,injector_and_evaluator_only
human_gold_000212,h_3b859581fd395a81,h_66da5b8ff62628f8,data\annotations\formal300\evidence_annotation_a.csv,e7fd2d3a25854ed048380041a83167a71a4cf7b6e7f629df9cfe9de86dc02e8a,injector_and_evaluator_only
human_gold_000213,h_3b859581fd395a81,h_3518edfcd267df99,data\annotations\formal300\evidence_annotation_a.csv,75cc667aec01a2ff7f41b2206755da77e2691f8daa05e9524567bea48422aa51,injector_and_evaluator_only
human_gold_000214,h_3b859581fd395a81,h_0b507009863037ed,data\annotations\formal300\evidence_annotation_a.csv,c40e0e7ee748f319841907c8ed3c1fa9f36993a67a294792cd3c3ff4ea7f1d73,injector_and_evaluator_only
human_gold_000215,h_3b859581fd395a81,h_96dc5532a3c26991,data\annotations\formal300\evidence_annotation_a.csv,ccfba264f3e93846459866154350dca44397cda7480ec0fc85a00be62df1bf65,injector_and_evaluator_only
human_gold_000216,h_e35d8b3e00b6c578,h_ddfc70dbce8447ba,data\annotations\formal300\evidence_annotation_a.csv,d28be15fbf28773f5bcf3a5f34f705cf5bb893e2706e32bb24a640ada8ce0a2c,injector_and_evaluator_only
human_gold_000217,h_e35d8b3e00b6c578,h_ea39b020cf63a889,data\annotations\formal300\evidence_annotation_a.csv,9ba92f2886088a242fbc558b8013037d826a870164cb883adaa061ff46563ccf,injector_and_evaluator_only
human_gold_000218,h_e35d8b3e00b6c578,h_0210943b884eb8c0,data\annotations\formal300\evidence_annotation_a.csv,91567997a3071f8b3651a283b4a8e90a180d7e398dca9fddcf95ffeb880bba5e,injector_and_evaluator_only
human_gold_000219,h_e35d8b3e00b6c578,h_44286342c22036c2,data\annotations\formal300\evidence_annotation_a.csv,35536464e31306f6c4bd03b1ba8b7ad9713e09f9be0f9577f59168de6e6e3c4c,injector_and_evaluator_only
human_gold_000220,h_e35d8b3e00b6c578,h_5412556227672d36,data\annotations\formal300\evidence_annotation_a.csv,a9440e0456c3c38766624b45846941e5f53c6195e5cbd895b0c822968336e6fe,injector_and_evaluator_only
human_gold_000221,h_adddfcdb733eb699,h_b28f7c6cd42bb5db,data\annotations\formal300\evidence_annotation_a.csv,68774e8ec7b585e53358609eb422b543757ebeb21f92103c110fe2a413ce420f,injector_and_evaluator_only
human_gold_000222,h_4e1e7f2b3b3b56e9,h_341ce1c323d06e79,data\annotations\formal300\evidence_annotation_a.csv,be35b33011eadfb17710f16c778338d32e77e7dfe59dcc8cebd8f1fcb73cd488,injector_and_evaluator_only
human_gold_000223,h_4e1e7f2b3b3b56e9,h_f43640fbd96cc032,data\annotations\formal300\evidence_annotation_a.csv,cd38ea714dcfae421a6b59c3e610bb489cb151a226c96948e968411bcf958c0e,injector_and_evaluator_only
human_gold_000224,h_4e1e7f2b3b3b56e9,h_c6d79c483eedcb4c,data\annotations\formal300\evidence_annotation_a.csv,881f94b1cbe6b5a41a5fbdecfc44e7e72f1dcf3b609009e63feffad58cca0ec0,injector_and_evaluator_only
human_gold_000225,h_d8cbe284def1a50c,h_986a4d558af91ca7,data\annotations\formal300\evidence_annotation_a.csv,05f5d08cc09c521fc233438292e3bb6d8fa18f5f40548798256e674eed3a5663,injector_and_evaluator_only
human_gold_000226,h_d8cbe284def1a50c,h_fc27d8b159be329e,data\annotations\formal300\evidence_annotation_a.csv,bff72bfa7a520af75af992a478f6b5461a82687b521e269a699b0ac396370239,injector_and_evaluator_only
human_gold_000227,h_d8cbe284def1a50c,h_fb239d74a840e976,data\annotations\formal300\evidence_annotation_a.csv,9dde326c570143b286049190354d2bde00354eff8a961844416fbcf8c81e2930,injector_and_evaluator_only
human_gold_000228,h_1161687597cc5195,h_6c2d2f4184c9a300,data\annotations\formal300\evidence_annotation_a.csv,dfb55ca959fa1d85ac8bfacb4b40d7228717231edd16c766d7e94c5aabdc05df,injector_and_evaluator_only
human_gold_000229,h_1161687597cc5195,h_bec2e17c870179cc,data\annotations\formal300\evidence_annotation_a.csv,b4e79027dfa3155737af2786646bcd8e0d994f27f77a7da9a15836f6aedc4516,injector_and_evaluator_only
human_gold_000230,h_1161687597cc5195,h_32108e4f14a51886,data\annotations\formal300\evidence_annotation_a.csv,4492242f1cccbd5053c07c28754a8b1296f2472a7a840bdc02bc342b6f55e030,injector_and_evaluator_only
human_gold_000231,h_1161687597cc5195,h_36e0f25ad5270f63,data\annotations\formal300\evidence_annotation_a.csv,65739edb732b8cbb75bcdde87c352381bf60e32a366c1788c8dea1ca704497cc,injector_and_evaluator_only
human_gold_000232,h_1161687597cc5195,h_c44fa77b2ba5ddca,data\annotations\formal300\evidence_annotation_a.csv,b6c334cd7f559490666c18ef5eb5614c3dfc0f4fc2e58a9491d29028c9d4a615,injector_and_evaluator_only
human_gold_000233,h_ade01a0ba2077541,h_16a626567412c33c,data\annotations\formal300\evidence_annotation_a.csv,261d120704ba792224ade71e8dbdf92dad3db72b939045dc101781e99d854eb9,injector_and_evaluator_only
human_gold_000234,h_ade01a0ba2077541,h_23a6152af7e98a8f,data\annotations\formal300\evidence_annotation_a.csv,b161fc9ddb17fa00122b48847f35aa35be119d6ef88003208730e011c2f616d6,injector_and_evaluator_only
human_gold_000235,h_ade01a0ba2077541,h_413b805bfb297b44,data\annotations\formal300\evidence_annotation_a.csv,669fcf139243139c79aeda15bcd6a2dc905b4fb0e6467b6683b4a98006c3149e,injector_and_evaluator_only
human_gold_000236,h_ade01a0ba2077541,h_f3804ebbb97fdd42,data\annotations\formal300\evidence_annotation_a.csv,305d711f23110ef84867cf32b44ad02dbd1fa36649cad846be0e6b1b3bbc71d1,injector_and_evaluator_only
human_gold_000237,h_3b0dfa043436e728,h_2ff66e3bdbc15ac2,data\annotations\formal300\evidence_annotation_a.csv,92eb4db68bdadc83a129f3f177086df9d2ed0e86494ccd7881f8ec0fc50b2174,injector_and_evaluator_only
human_gold_000238,h_3b0dfa043436e728,h_0b950127e287961f,data\annotations\formal300\evidence_annotation_a.csv,5d9e92bb97b3b93f414ac3aeb0d45f4bdea38006edcc030fe4b0d06fa6596ff7,injector_and_evaluator_only
human_gold_000239,h_2ccdf6f2ccc0bce7,h_10d3f4041a0e2b64,data\annotations\formal300\evidence_annotation_a.csv,cadc54957cf3086d9cb736c6d4ec61407c023c794b5282ab6c8f4f8be3678861,injector_and_evaluator_only
human_gold_000240,h_2ccdf6f2ccc0bce7,h_69d741bbc4919a68,data\annotations\formal300\evidence_annotation_a.csv,025703ca3b6d62edb2af4d559cb34fb812a3ec01be4191af4a8b18e1ef47d5ca,injector_and_evaluator_only
human_gold_000241,h_2ccdf6f2ccc0bce7,h_b0df1b61554c59bc,data\annotations\formal300\evidence_annotation_a.csv,f1de94acb9001f68d81d0e83004b6ffbcae7dca52923d6ab131c41dac7023528,injector_and_evaluator_only
human_gold_000242,h_2ccdf6f2ccc0bce7,h_9df79e1a4da0fdde,data\annotations\formal300\evidence_annotation_a.csv,e10389df678e91ed548e7e72dd6f30adb0a0d82b828cec455563b4d8d00b304a,injector_and_evaluator_only
human_gold_000243,h_2ccdf6f2ccc0bce7,h_6359d813cd164de8,data\annotations\formal300\evidence_annotation_a.csv,876038773f5eb8c7fc9d30b922b71967e163e2fa58dd286aafb88b97d3f64e52,injector_and_evaluator_only
human_gold_000244,h_2ccdf6f2ccc0bce7,h_6429b33e3239d0d5,data\annotations\formal300\evidence_annotation_a.csv,0ea2ee1a2cc4cfe682c0606e71939b0c44b9e04c6c1e4cacf12e28db71513a7f,injector_and_evaluator_only
human_gold_000245,h_e2fde3be494ddaf5,h_3466d6721827400b,data\annotations\formal300\evidence_annotation_a.csv,6e193ba80b1cddf734b64347ba745ab9e0b8794b8398795d591ff8935c0d4fb8,injector_and_evaluator_only
human_gold_000246,h_e2fde3be494ddaf5,h_160c755172e2b243,data\annotations\formal300\evidence_annotation_a.csv,cdf56612bb988c5212c2283be54a94888a15aac1f1c6885388e66a1e9281f02f,injector_and_evaluator_only
human_gold_000247,h_e2fde3be494ddaf5,h_0ec4e80c7dbddd02,data\annotations\formal300\evidence_annotation_a.csv,69ad3ea968ab5a21d8113427684dfd03491ecc4f83e39cb28eaaed7d2d29a758,injector_and_evaluator_only
