qid_hash,doc_id_hash,source
h_1c9fa8ebc689c9d0,h_07636f2411b577ec,formal300_human_annotation
h_1c9fa8ebc689c9d0,h_d6ae2ae1d5e5fc0c,formal300_human_annotation
h_1c9fa8ebc689c9d0,h_44c683e4be8111dc,formal300_human_annotation
h_1c9fa8ebc689c9d0,h_5afb54cd907d6005,formal300_human_annotation
h_20c782809efea749,h_7cba52bc66d0e2cf,formal300_human_annotation
h_20c782809efea749,h_62915b012fc4997d,formal300_human_annotation
h_20c782809efea749,h_b1cab7e5e96293c3,formal300_human_annotation
h_20c782809efea749,h_6a7c127686c62505,formal300_human_annotation
h_05cdb0a7b431a016,h_f9751af4c3b85a4a,formal300_human_annotation
h_05cdb0a7b431a016,h_dcc9959a6f4753a4,formal300_human_annotation
h_8e44f9c054a263eb,h_4eee78e21eb5d47e,formal300_human_annotation
h_8e44f9c054a263eb,h_eb515ed130476085,formal300_human_annotation
h_8e44f9c054a263eb,h_81cb3f43703003c1,formal300_human_annotation
h_75fdda66ae83cf1a,h_9df79e1a4da0fdde,formal300_human_annotation
h_75fdda66ae83cf1a,h_613c0067a8031afc,formal300_human_annotation
h_2793b9d8fd42c949,h_fc27d8b159be329e,formal300_human_annotation
h_2793b9d8fd42c949,h_40da98c203daf3b2,formal300_human_annotation
h_19fe3438fa3efa26,h_06d11fb556942e96,formal300_human_annotation
h_19fe3438fa3efa26,h_c28dc3f5db4d343b,formal300_human_annotation
h_19fe3438fa3efa26,h_b43cd9ed5b231823,formal300_human_annotation
h_19fe3438fa3efa26,h_79acbe9311b83cf5,formal300_human_annotation
h_19fe3438fa3efa26,h_a86d5e8e8e27ab2b,formal300_human_annotation
h_64df7ab607fe8acf,h_cf2160fb2d84f405,formal300_human_annotation
h_64df7ab607fe8acf,h_16f710e5ffcbd510,formal300_human_annotation
h_64df7ab607fe8acf,h_7d21b0985a393f1e,formal300_human_annotation
h_64df7ab607fe8acf,h_01d9ea25737f9f7c,formal300_human_annotation
h_64df7ab607fe8acf,h_7aa0f0e8112203d3,formal300_human_annotation
h_1234ad3e48dcc00a,h_6ed5a3b63c447818,formal300_human_annotation
h_1234ad3e48dcc00a,h_7849fe5e0677d59f,formal300_human_annotation
h_1234ad3e48dcc00a,h_9fd466e1049c95d8,formal300_human_annotation
h_1234ad3e48dcc00a,h_cdb1cb7315608aa7,formal300_human_annotation
h_1234ad3e48dcc00a,h_e49a17d7c26969e1,formal300_human_annotation
h_1234ad3e48dcc00a,h_e2c12147ec222d44,formal300_human_annotation
h_1234ad3e48dcc00a,h_3c5ca06d57da1f08,formal300_human_annotation
h_60efa1a773c82efb,h_a515a05c920c947e,formal300_human_annotation
h_60efa1a773c82efb,h_52c07b4c321f6d28,formal300_human_annotation
h_60efa1a773c82efb,h_9388d090dfdb4b81,formal300_human_annotation
h_51dbc877176944da,h_dd55d4bbb85d0912,formal300_human_annotation
h_51dbc877176944da,h_29dccec930c161ee,formal300_human_annotation
h_76d7785d81f9d4d6,h_4f0d9dcf1da662f6,formal300_human_annotation
h_76d7785d81f9d4d6,h_7d885ed59c90f052,formal300_human_annotation
h_b5e78128ae0ccf83,h_4ed75bd97b621c7a,formal300_human_annotation
h_b5e78128ae0ccf83,h_ca9d2756c0ba9cdb,formal300_human_annotation
h_b5e78128ae0ccf83,h_ba858910f0da22f5,formal300_human_annotation
h_b5e78128ae0ccf83,h_2ab664b5a8a3a87b,formal300_human_annotation
h_b5e78128ae0ccf83,h_5b2f40dc6b905433,formal300_human_annotation
h_759c2474bcec4e69,h_692ed1e9420757c2,formal300_human_annotation
h_759c2474bcec4e69,h_3f6f81b0918811b5,formal300_human_annotation
h_719c5c51f4baac58,h_e1b1bc03f434f99b,formal300_human_annotation
h_719c5c51f4baac58,h_05ef1c977ee4424c,formal300_human_annotation
h_adb1009d8f2be027,h_9ab2ba1216fc55a6,formal300_human_annotation
h_adb1009d8f2be027,h_7c220fb19bd2bb9b,formal300_human_annotation
h_4fc5ac2fb34513ab,h_54962786464c5333,formal300_human_annotation
h_f86fddd860267e68,h_98f642226e9df595,formal300_human_annotation
h_f86fddd860267e68,h_a81d929f7b95b291,formal300_human_annotation
h_f86fddd860267e68,h_af8276191c936543,formal300_human_annotation
h_f86fddd860267e68,h_a0f7dba78ae1b139,formal300_human_annotation
h_9befda9ad38e976f,h_d0f8ff011c0217cb,formal300_human_annotation
h_9befda9ad38e976f,h_f9751af4c3b85a4a,formal300_human_annotation
h_9befda9ad38e976f,h_e19554d21fc9750b,formal300_human_annotation
h_1f68c38ac889e5dc,h_2a2c92642720c398,formal300_human_annotation
h_1f68c38ac889e5dc,h_e80d12368a77b352,formal300_human_annotation
h_1f68c38ac889e5dc,h_32108e4f14a51886,formal300_human_annotation
h_1f68c38ac889e5dc,h_6e30b5cba5b3d8b6,formal300_human_annotation
h_0d7ea3f87a05316e,h_19091e3ad617e90e,formal300_human_annotation
h_631aad599bfcbf03,h_102f8feae9b5d131,formal300_human_annotation
h_631aad599bfcbf03,h_4f514b5359267762,formal300_human_annotation
h_7ad82915249dfe9e,h_ef60db25398ef7e3,formal300_human_annotation
h_7ad82915249dfe9e,h_6359d813cd164de8,formal300_human_annotation
h_7ad82915249dfe9e,h_9b35d2b281e5d84a,formal300_human_annotation
h_7ad82915249dfe9e,h_e0eec78c9148136f,formal300_human_annotation
h_b1751c07cfbea14c,h_e187a9b2cc184bc4,formal300_human_annotation
h_b1751c07cfbea14c,h_312bf802b161d364,formal300_human_annotation
h_b1751c07cfbea14c,h_b131d44723c9bfc8,formal300_human_annotation
h_b1751c07cfbea14c,h_36779ae437ddd426,formal300_human_annotation
h_b1751c07cfbea14c,h_40fdd61042eb8a8c,formal300_human_annotation
h_b1751c07cfbea14c,h_260baed69178aca4,formal300_human_annotation
h_b1751c07cfbea14c,h_ef99036a063e1366,formal300_human_annotation
h_4e1e7f2b3b3b56e9,h_341ce1c323d06e79,formal300_human_annotation
h_4e1e7f2b3b3b56e9,h_f43640fbd96cc032,formal300_human_annotation
h_4e1e7f2b3b3b56e9,h_c6d79c483eedcb4c,formal300_human_annotation
h_5c7253f7cacf6554,h_4254732a8530962f,formal300_human_annotation
h_5c7253f7cacf6554,h_d8a1af1be891c304,formal300_human_annotation
h_5c7253f7cacf6554,h_c1cabccd2e32aed5,formal300_human_annotation
h_5c7253f7cacf6554,h_ad53aa773214ef81,formal300_human_annotation
h_5c7253f7cacf6554,h_d3f7fe7bb2795999,formal300_human_annotation
h_99dba1861fd444da,h_68275441f70f7ee1,formal300_human_annotation
h_3bac2a1e915e2cf6,h_80096a3214e634db,formal300_human_annotation
h_d39befcf4ab167fc,h_82a67a0894c88bc2,formal300_human_annotation
h_d39befcf4ab167fc,h_b77b687d9859e866,formal300_human_annotation
h_d39befcf4ab167fc,h_ecd44cbe3adbdeb5,formal300_human_annotation
h_d39befcf4ab167fc,h_f9f5d29ef782fc03,formal300_human_annotation
h_d39befcf4ab167fc,h_47de7f6c8ffdef41,formal300_human_annotation
h_d39befcf4ab167fc,h_736b22f31843476e,formal300_human_annotation
h_d39befcf4ab167fc,h_eb2536d0fde8d2e8,formal300_human_annotation
h_d39befcf4ab167fc,h_c24136684c3a5591,formal300_human_annotation
h_d39befcf4ab167fc,h_b896f24380c8742d,formal300_human_annotation
h_e292ca03ea014548,h_b0df1b61554c59bc,formal300_human_annotation
h_e292ca03ea014548,h_d9d3b5b098dda2e5,formal300_human_annotation
h_e292ca03ea014548,h_2aab37ae6d1ee404,formal300_human_annotation
h_82ded7f1fee543c4,h_b9370f75a1f6a0bb,formal300_human_annotation
h_0aa9a016c3e03edf,h_90149d8170d31870,formal300_human_annotation
h_0aa9a016c3e03edf,h_0ccb88bad1804162,formal300_human_annotation
h_0aa9a016c3e03edf,h_69d741bbc4919a68,formal300_human_annotation
h_1f1072f0262346d4,h_189877103e504933,formal300_human_annotation
h_1f1072f0262346d4,h_3df69989c34502a6,formal300_human_annotation
h_1f1072f0262346d4,h_bbd7b62c1dd08bca,formal300_human_annotation
h_1f1072f0262346d4,h_4141678d7555a805,formal300_human_annotation
h_1f1072f0262346d4,h_3c63fec05d1f0989,formal300_human_annotation
h_1f1072f0262346d4,h_25cba4dd0cd9d8b4,formal300_human_annotation
h_1f1072f0262346d4,h_77f3fc408e0c92d3,formal300_human_annotation
h_1f1072f0262346d4,h_290477d23f8ddf92,formal300_human_annotation
h_a7e7ea99fe6041d0,h_93915980a37df512,formal300_human_annotation
h_a7e7ea99fe6041d0,h_cf397e0698e1805f,formal300_human_annotation
h_a7e7ea99fe6041d0,h_4712c4f61f4a0193,formal300_human_annotation
h_a7e7ea99fe6041d0,h_62e999208e4fcadb,formal300_human_annotation
h_a7e7ea99fe6041d0,h_a08b80eedb2bb00a,formal300_human_annotation
h_7a58aa552ff8a05e,h_5be61b5c74b72031,formal300_human_annotation
h_34312358fa45770d,h_9df79e1a4da0fdde,formal300_human_annotation
h_34312358fa45770d,h_7353be495692f75d,formal300_human_annotation
h_34312358fa45770d,h_74bd0416c3067325,formal300_human_annotation
h_34312358fa45770d,h_dc136ca8b58e5fef,formal300_human_annotation
h_34312358fa45770d,h_909e364e090ba8b5,formal300_human_annotation
h_b2da72cbeec6f9b3,h_75b2b85bc4b24046,formal300_human_annotation
h_2d37c58aba833145,h_32f828547342e2b1,formal300_human_annotation
h_2d37c58aba833145,h_e258c7c7492d1fa2,formal300_human_annotation
h_2d37c58aba833145,h_9002761dd6e84450,formal300_human_annotation
h_2d37c58aba833145,h_ba806a4149bf4537,formal300_human_annotation
h_6acdeadcd427b37e,h_585a8335ee9feb49,formal300_human_annotation
h_6acdeadcd427b37e,h_8c0a9446bfd5e118,formal300_human_annotation
h_6acdeadcd427b37e,h_fc27d8b159be329e,formal300_human_annotation
h_6acdeadcd427b37e,h_bbeecc85e1b82c28,formal300_human_annotation
h_6acdeadcd427b37e,h_d25a633edc524e14,formal300_human_annotation
h_6acdeadcd427b37e,h_087d863b3f4b7b24,formal300_human_annotation
h_6acdeadcd427b37e,h_aa042a8a12bcdde6,formal300_human_annotation
h_fb1858364a98be0c,h_48aff118d15227ce,formal300_human_annotation
h_fb1858364a98be0c,h_e6a9dff68bc12a76,formal300_human_annotation
h_fb1858364a98be0c,h_835164e23fdcea2e,formal300_human_annotation
h_fb1858364a98be0c,h_08a45ef6f528a848,formal300_human_annotation
h_fb1858364a98be0c,h_9df4a41168eea8d7,formal300_human_annotation
h_fb1858364a98be0c,h_ce86ff1a21818062,formal300_human_annotation
h_fb1858364a98be0c,h_aa042a8a12bcdde6,formal300_human_annotation
h_4293ab88a1dc31de,h_b0b22e70d371ac7b,formal300_human_annotation
h_4293ab88a1dc31de,h_ab9512b8d077ee7f,formal300_human_annotation
h_4293ab88a1dc31de,h_08ed2cd21c7943da,formal300_human_annotation
h_4293ab88a1dc31de,h_9c9d863b89554bde,formal300_human_annotation
h_4293ab88a1dc31de,h_b469b2415193551d,formal300_human_annotation
h_e35d8b3e00b6c578,h_ea39b020cf63a889,formal300_human_annotation
h_e35d8b3e00b6c578,h_44286342c22036c2,formal300_human_annotation
h_e35d8b3e00b6c578,h_5412556227672d36,formal300_human_annotation
h_e35d8b3e00b6c578,h_0210943b884eb8c0,formal300_human_annotation
h_e35d8b3e00b6c578,h_ddfc70dbce8447ba,formal300_human_annotation
h_14f89f13535cefcb,h_60bedb9c866fed28,formal300_human_annotation
h_14f89f13535cefcb,h_41ec05761acc1b7d,formal300_human_annotation
h_14f89f13535cefcb,h_c84cf798d9232bed,formal300_human_annotation
h_14f89f13535cefcb,h_0bf7b43136f9475a,formal300_human_annotation
h_14f89f13535cefcb,h_5be61b5c74b72031,formal300_human_annotation
h_52c921c207086275,h_adbb835cf5829479,formal300_human_annotation
h_52c921c207086275,h_c7c3a35fe132a48a,formal300_human_annotation
h_7d621dceabbd4760,h_a207fbc9eae8a7ad,formal300_human_annotation
h_7d621dceabbd4760,h_811cf64b4b49f010,formal300_human_annotation
h_7d621dceabbd4760,h_49743780ea409579,formal300_human_annotation
h_7d621dceabbd4760,h_4cc27045c0e07972,formal300_human_annotation
h_7d621dceabbd4760,h_2d08e0c4c2fd163b,formal300_human_annotation
h_7d621dceabbd4760,h_f884acb506453467,formal300_human_annotation
h_d757b834181fcaa6,h_e2a946eaff80d3b8,formal300_human_annotation
h_d757b834181fcaa6,h_0493db9d0c283944,formal300_human_annotation
h_d757b834181fcaa6,h_c53113593ae7c058,formal300_human_annotation
h_5552cabaa024d645,h_9805841a5132c6e7,formal300_human_annotation
h_5552cabaa024d645,h_99b4c69e7b276e9a,formal300_human_annotation
h_5552cabaa024d645,h_7a67584c36d5292c,formal300_human_annotation
h_5552cabaa024d645,h_91bce8298741f3b4,formal300_human_annotation
h_5552cabaa024d645,h_c0c70cb0b1d13ceb,formal300_human_annotation
h_5552cabaa024d645,h_79b73ab238d2f3b3,formal300_human_annotation
h_5552cabaa024d645,h_b8c98d97560bee99,formal300_human_annotation
h_5552cabaa024d645,h_6524f80798b43cc4,formal300_human_annotation
h_5552cabaa024d645,h_a0851e5a6304de0f,formal300_human_annotation
h_63e0054d0871d439,h_51c5bbd8a44c7c0a,formal300_human_annotation
h_63e0054d0871d439,h_2c5adf16754eba55,formal300_human_annotation
h_63e0054d0871d439,h_5795ffc6d06637a1,formal300_human_annotation
h_63e0054d0871d439,h_d85b1ce1e1719c7f,formal300_human_annotation
h_63e0054d0871d439,h_8a7986a056bbf4d0,formal300_human_annotation
h_63e0054d0871d439,h_a3dadd20dff97cdd,formal300_human_annotation
h_63e0054d0871d439,h_655fda506fb22f29,formal300_human_annotation
h_5f3cda0e62d2d81d,h_9aee61028c200162,formal300_human_annotation
h_5f3cda0e62d2d81d,h_bbeecc85e1b82c28,formal300_human_annotation
h_6e18b1081914b79f,h_0655fef69ab676b4,formal300_human_annotation
h_6e18b1081914b79f,h_016d60fe3a148020,formal300_human_annotation
h_6e18b1081914b79f,h_7d21b0985a393f1e,formal300_human_annotation
h_6e18b1081914b79f,h_7c93146eff15a3f5,formal300_human_annotation
h_6e18b1081914b79f,h_3c9fd1366398f55b,formal300_human_annotation
h_ee825dd1d3235280,h_835164e23fdcea2e,formal300_human_annotation
h_ee825dd1d3235280,h_08a45ef6f528a848,formal300_human_annotation
h_ee825dd1d3235280,h_ce40c7f7b86335d4,formal300_human_annotation
h_ee825dd1d3235280,h_b4d7d73c49a3593c,formal300_human_annotation
h_ee825dd1d3235280,h_7c93146eff15a3f5,formal300_human_annotation
h_ee825dd1d3235280,h_bbeecc85e1b82c28,formal300_human_annotation
h_ee825dd1d3235280,h_f001e2493b0d251a,formal300_human_annotation
h_ee825dd1d3235280,h_c53113593ae7c058,formal300_human_annotation
h_ee825dd1d3235280,h_5be61b5c74b72031,formal300_human_annotation
