qid,condition,question_id,selected_doc_ids,demand_cov_5,ndcg_10,faithfulness,answer_relevance,demand_completeness,overall_utility,unsupported_claim,critical_risk_omission,retrieval_source_file,score_source_file
13611032,B0,A0088,"[""WMA_e8a7e6fc4e16f02c"", ""WMA_e05f4abd2cd40b38"", ""WMA_5ce5b2f6ef3f5505"", ""WMA_1dce5fb9ec36ad4a"", ""WMA_923003a1a14cb1d9""]",1.0,0.513697,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
13611032,D0,A0089,"[""WMA_e8a7e6fc4e16f02c"", ""WMA_1dce5fb9ec36ad4a"", ""WMA_923003a1a14cb1d9"", ""WMA_bcc733f81bd2c979"", ""WMA_6b6f2b5559f51469""]",1.0,0.4216760034877121,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
13611032,D3_TFIDF,A0090,"[""WMA_1dce5fb9ec36ad4a"", ""WMA_e8a7e6fc4e16f02c"", ""WMA_e05f4abd2cd40b38"", ""WMA_5ce5b2f6ef3f5505"", ""WMA_923003a1a14cb1d9""]",1.0,0.576148,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
13611032,D3_E2_ROBERTA,A0091,"[""WMA_24fc1efac2917bd3"", ""WMA_e8a7e6fc4e16f02c"", ""WMA_e05f4abd2cd40b38"", ""WMA_5ce5b2f6ef3f5505"", ""WMA_1dce5fb9ec36ad4a""]",1.0,0.472396,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
13713005,B0,A0092,"[""WMA_31aac7b9211e5bee"", ""WMA_85de9cdebccf0289"", ""WMA_146f719c80158253"", ""148641"", ""WMA_b3c9e9717bf4e66b""]",0.5,0.63093,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
13713005,D0,A0093,"[""101733"", ""WMA_85de9cdebccf0289"", ""WMA_31aac7b9211e5bee"", ""WMA_146f719c80158253"", ""WMA_b3c9e9717bf4e66b""]",1.0,0.6309297535714575,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
13713005,D3_TFIDF,A0094,"[""WMA_85de9cdebccf0289"", ""148641"", ""WMA_31aac7b9211e5bee"", ""WMA_146f719c80158253"", ""WMA_b3c9e9717bf4e66b""]",0.5,1.0,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
13713005,D3_E2_ROBERTA,A0095,"[""WMA_31aac7b9211e5bee"", ""148641"", ""WMA_85de9cdebccf0289"", ""WMA_f980b3c5d7387478"", ""WMA_146f719c80158253""]",0.5,0.5,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
14537820,B0,A0096,"[""WMA_abbe71ddab2597e1"", ""WMA_39c385772376bb36"", ""WMA_163892cff245c275"", ""218660"", ""WMA_156f3264a0e44cc7""]",1.0,0.584227,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
14537820,D0,A0097,"[""218660"", ""WMA_156f3264a0e44cc7"", ""WMA_163892cff245c275"", ""WMA_39c385772376bb36"", ""WMA_abbe71ddab2597e1""]",1.0,0.5709662133861838,1.0,2.0,2.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
14537820,D3_TFIDF,A0098,"[""WMA_abbe71ddab2597e1"", ""WMA_39c385772376bb36"", ""218660"", ""WMA_163892cff245c275"", ""WMA_e994d5368f36088e""]",1.0,0.70129,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
14537820,D3_E2_ROBERTA,A0099,"[""WMA_abbe71ddab2597e1"", ""WMA_163892cff245c275"", ""218660"", ""218658"", ""WMA_39c385772376bb36""]",1.0,0.775148,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
15210186,B0,A0100,"[""WMA_cfc61c2c5961400d"", ""163957"", ""129976"", ""WMA_02945f3f693099fe"", ""94253""]",1.0,0.35584,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
15210186,D0,A0101,"[""163464"", ""129976"", ""WMA_02945f3f693099fe"", ""11321"", ""94253""]",1.0,0.41311732856427996,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
15210186,D3_TFIDF,A0102,"[""94253"", ""WMA_cfc61c2c5961400d"", ""163957"", ""129976"", ""WMA_02945f3f693099fe""]",1.0,0.319631,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
15210186,D3_E2_ROBERTA,A0103,"[""94253"", ""11321"", ""WMA_cfc61c2c5961400d"", ""163957"", ""129976""]",1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
20134016,B0,A0104,"[""86523"", ""213036"", ""139901"", ""25522"", ""135992""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
20134016,D0,A0105,"[""213036"", ""86523"", ""139901"", ""135992"", ""25522""]",1.0,0.6489315753318465,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
20134016,D3_TFIDF,A0106,"[""86523"", ""213036"", ""25522"", ""135992"", ""94768""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
20134016,D3_E2_ROBERTA,A0107,"[""86523"", ""213036"", ""139901"", ""94768"", ""140223""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
24098670,B0,A0108,"[""WMA_26ab0a557cc9c63f"", ""WMA_02561a028b4f9f36"", ""109951"", ""36206"", ""WMA_c42a2560e4aab32b""]",1.0,0.524113,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
24098670,D0,A0109,"[""WMA_02561a028b4f9f36"", ""WMA_3e4b4e6764406e9b"", ""WMA_3b03bde9451777fc"", ""156404"", ""WMA_26ab0a557cc9c63f""]",1.0,0.3524356351404559,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
24098670,D3_TFIDF,A0110,"[""WMA_26ab0a557cc9c63f"", ""WMA_3e4b4e6764406e9b"", ""WMA_3b03bde9451777fc"", ""WMA_02561a028b4f9f36"", ""36206""]",1.0,0.264737,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
24098670,D3_E2_ROBERTA,A0111,"[""WMA_26ab0a557cc9c63f"", ""156404"", ""156408"", ""WMA_3e4b4e6764406e9b"", ""WMA_3b03bde9451777fc""]",1.0,0.225752,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30560202,B0,A0112,"[""WMA_bd8d1ee1d48fd708"", ""191908"", ""26550"", ""12845"", ""169129""]",1.0,0.758529,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30560202,D0,A0113,"[""WMA_bd8d1ee1d48fd708"", ""169129"", ""191908"", ""12845"", ""53199""]",1.0,0.5339421742720714,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
30560202,D3_TFIDF,A0114,"[""WMA_bd8d1ee1d48fd708"", ""191908"", ""26550"", ""169129"", ""53199""]",1.0,0.758529,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30560202,D3_E2_ROBERTA,A0115,"[""WMA_bd8d1ee1d48fd708"", ""169129"", ""26550"", ""191908"", ""12845""]",1.0,0.687246,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30718273,B0,A0116,"[""WMA_b703e7b298d4f77c"", ""WMA_4aa6cea05f69ca9a"", ""WMA_09965ca12e613ed2"", ""48801"", ""WMA_680330d218733e10""]",0.666667,0.470365,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30718273,D0,A0117,"[""WMA_4aa6cea05f69ca9a"", ""WMA_b703e7b298d4f77c"", ""138044"", ""WMA_09965ca12e613ed2"", ""WMA_680330d218733e10""]",1.0,0.5147714448836774,2.0,2.0,1.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
30718273,D3_TFIDF,A0118,"[""WMA_b703e7b298d4f77c"", ""WMA_4aa6cea05f69ca9a"", ""WMA_09965ca12e613ed2"", ""48801"", ""WMA_680330d218733e10""]",0.666667,0.470365,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30718273,D3_E2_ROBERTA,A0119,"[""WMA_b703e7b298d4f77c"", ""WMA_4aa6cea05f69ca9a"", ""WMA_09965ca12e613ed2"", ""48801"", ""WMA_680330d218733e10""]",0.666667,0.470365,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30783696,B0,A0120,"[""WMA_dfe6e7294d5abe8c"", ""WMA_1fa73a109a4d2c0c"", ""51672"", ""41931"", ""78839""]",0.5,0.387791,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30783696,D0,A0121,"[""151664"", ""78839"", ""WMA_dfe6e7294d5abe8c"", ""41931"", ""161516""]",1.0,0.663762295280091,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
30783696,D3_TFIDF,A0122,"[""WMA_1fa73a109a4d2c0c"", ""WMA_dfe6e7294d5abe8c"", ""51672"", ""41931"", ""78839""]",0.5,0.387791,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
30783696,D3_E2_ROBERTA,A0123,"[""WMA_dfe6e7294d5abe8c"", ""151664"", ""78839"", ""51672"", ""78838""]",1.0,0.506282,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
40630460,B0,A0124,"[""92364"", ""215056"", ""WMA_636da7e251afcbb1"", ""WMA_881fdfad454104b3"", ""WMA_22f50a95ec8badca""]",1.0,0.592169,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
40630460,D0,A0125,"[""215056"", ""92364"", ""WMA_636da7e251afcbb1"", ""11193"", ""WMA_4cdc958cad2d902d""]",1.0,0.5857393324188127,2.0,2.0,1.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
40630460,D3_TFIDF,A0126,"[""92364"", ""215056"", ""WMA_881fdfad454104b3"", ""WMA_427d139472c0a2bd"", ""203479""]",1.0,0.648932,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
40630460,D3_E2_ROBERTA,A0127,"[""92364"", ""215056"", ""WMA_636da7e251afcbb1"", ""WMA_881fdfad454104b3"", ""WMA_22f50a95ec8badca""]",1.0,0.592169,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
50132428,B0,A0128,"[""186744"", ""WMA_c1b0790318541717"", ""211713"", ""169898"", ""128962""]",0.5,0.432926,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
50132428,D0,A0129,"[""186744"", ""151550"", ""WMA_c1b0790318541717"", ""169898"", ""211713""]",1.0,0.43292617940918415,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
50132428,D3_TFIDF,A0130,"[""114420"", ""186744"", ""WMA_c1b0790318541717"", ""211713"", ""169898""]",0.5,0.307983,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
50132428,D3_E2_ROBERTA,A0131,"[""186744"", ""WMA_c1b0790318541717"", ""211713"", ""169898"", ""128962""]",0.5,0.432926,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
64037699,B0,A0132,"[""153238"", ""8598"", ""108785"", ""128952"", ""139170""]",1.0,0.810462,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
64037699,D0,A0133,"[""153238"", ""8598"", ""128952"", ""139170"", ""81060""]",1.0,0.8104616303452685,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
64037699,D3_TFIDF,A0134,"[""128952"", ""81060"", ""153238"", ""8598"", ""108785""]",1.0,0.810462,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
64037699,D3_E2_ROBERTA,A0135,"[""153238"", ""141393"", ""139170"", ""128952"", ""81060""]",1.0,0.637034,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
64469867,B0,A0136,"[""WMA_4c845fbb814d20b3"", ""WMA_341a81856487f5f0"", ""82014"", ""WMA_a51c3fa02de5e458"", ""54872""]",1.0,0.811582,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
64469867,D0,A0137,"[""82014"", ""3981"", ""46652"", ""WMA_4c845fbb814d20b3"", ""WMA_341a81856487f5f0""]",1.0,0.474151854187513,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
64469867,D3_TFIDF,A0138,"[""109081"", ""WMA_4c845fbb814d20b3"", ""WMA_341a81856487f5f0"", ""WMA_a51c3fa02de5e458"", ""82014""]",1.0,0.628097,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
64469867,D3_E2_ROBERTA,A0139,"[""WMA_4c845fbb814d20b3"", ""WMA_341a81856487f5f0"", ""82014"", ""WMA_a51c3fa02de5e458"", ""54872""]",1.0,0.811582,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66289847,B0,A0140,"[""WMA_eece546a877c5d18"", ""WMA_0ee5f4fff208ce4a"", ""WMA_1fd8c031d79a9e85"", ""WMA_a56dbf172e8338e2"", ""WMA_5e0cf615b1b60bfe""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66289847,D0,A0141,"[""WMA_eece546a877c5d18"", ""WMA_1fd8c031d79a9e85"", ""WMA_a56dbf172e8338e2"", ""WMA_d4c38c3c0d4c175c"", ""WMA_a043e7e570e7ec20""]",1.0,0.6489315753318465,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
66289847,D3_TFIDF,A0142,"[""WMA_eece546a877c5d18"", ""WMA_0ee5f4fff208ce4a"", ""WMA_eda39fbf23161055"", ""WMA_0d59033e1cd5f4d3"", ""WMA_1fd8c031d79a9e85""]",1.0,0.575568,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66289847,D3_E2_ROBERTA,A0143,"[""WMA_eece546a877c5d18"", ""WMA_1fd8c031d79a9e85"", ""WMA_eda39fbf23161055"", ""WMA_0ee5f4fff208ce4a"", ""WMA_a56dbf172e8338e2""]",1.0,0.575568,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66299022,B0,A0144,"[""WMA_6123daa34777ff35"", ""WMA_6f8537f9bf590e46"", ""78017"", ""180809"", ""WMA_34453b1feca1b260""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66299022,D0,A0145,"[""WMA_6f8537f9bf590e46"", ""78017"", ""WMA_6123daa34777ff35"", ""180809"", ""180804""]",1.0,0.6489315753318465,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
66299022,D3_TFIDF,A0146,"[""WMA_6123daa34777ff35"", ""WMA_34453b1feca1b260"", ""78017"", ""53366"", ""WMA_6f8537f9bf590e46""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66299022,D3_E2_ROBERTA,A0147,"[""WMA_6123daa34777ff35"", ""WMA_6f8537f9bf590e46"", ""180809"", ""WMA_34453b1feca1b260"", ""180804""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66349812,B0,A0148,"[""WMA_45d19dda17e208a0"", ""WMA_702ceb3700f76be3"", ""91593"", ""172853"", ""83102""]",0.666667,0.269206,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66349812,D0,A0149,"[""83102"", ""WMA_45d19dda17e208a0"", ""172853"", ""WMA_702ceb3700f76be3"", ""91593""]",0.6666666666666666,0.32237131634987226,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
66349812,D3_TFIDF,A0150,"[""WMA_45d19dda17e208a0"", ""WMA_702ceb3700f76be3"", ""91593"", ""172853"", ""83102""]",0.666667,0.269206,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66349812,D3_E2_ROBERTA,A0151,"[""WMA_45d19dda17e208a0"", ""83102"", ""91593"", ""WMA_702ceb3700f76be3"", ""172853""]",0.666667,0.276979,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66379798,B0,A0152,"[""WMA_4132940c900ac61e"", ""WMA_a8eb2bdab172e1f1"", ""77431"", ""134562"", ""45778""]",1.0,0.558419,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66379798,D0,A0153,"[""134562"", ""45394"", ""WMA_a8eb2bdab172e1f1"", ""77431"", ""45778""]",1.0,0.5899670067689418,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
66379798,D3_TFIDF,A0154,"[""45394"", ""45778"", ""WMA_015877156bf27e31"", ""WMA_4132940c900ac61e"", ""WMA_a8eb2bdab172e1f1""]",1.0,0.61723,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
66379798,D3_E2_ROBERTA,A0155,"[""WMA_4132940c900ac61e"", ""77431"", ""WMA_015877156bf27e31"", ""WMA_a8eb2bdab172e1f1"", ""134562""]",1.0,0.606671,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
9472291,B0,A0156,"[""222227"", ""222090"", ""188358"", ""WMA_b1fe1a43c8e330d0"", ""205403""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
9472291,D0,A0157,"[""222227"", ""188358"", ""WMA_b1fe1a43c8e330d0"", ""222147"", ""222090""]",1.0,0.6489315753318465,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
9472291,D3_TFIDF,A0158,"[""222090"", ""222227"", ""188358"", ""WMA_b1fe1a43c8e330d0"", ""205403""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
9472291,D3_E2_ROBERTA,A0159,"[""222090"", ""222227"", ""WMA_b1fe1a43c8e330d0"", ""205403"", ""222147""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
10023852,B0,A0160,"[""116421"", ""116423"", ""46026"", ""76197"", ""59410""]",1.0,0.512375,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
10023852,D0,A0161,"[""116421"", ""116423"", ""46026"", ""76197"", ""174620""]",1.0,0.5123754103194527,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
10023852,D3_TFIDF,A0162,"[""116421"", ""116423"", ""46026"", ""76197"", ""59410""]",1.0,0.512375,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
10023852,D3_E2_ROBERTA,A0163,"[""116421"", ""116423"", ""46026"", ""76197"", ""7529""]",1.0,0.455613,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
15409243,B0,A0164,"[""206111"", ""190778"", ""122425"", ""188240"", ""184423""]",1.0,0.409629,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
15409243,D0,A0165,"[""206111"", ""190778"", ""122425"", ""189099"", ""WMA_db463348eb028810""]",1.0,0.4096287685507568,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
15409243,D3_TFIDF,A0166,"[""206111"", ""190778"", ""188240"", ""184423"", ""122425""]",1.0,0.409629,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
15409243,D3_E2_ROBERTA,A0167,"[""189099"", ""206111"", ""190778"", ""122425"", ""188240""]",1.0,0.482993,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
16167880,B0,A0168,"[""34420"", ""218055"", ""62245"", ""151555"", ""216819""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
16167880,D0,A0169,"[""218055"", ""34420"", ""62245"", ""151555"", ""216819""]",1.0,0.6489315753318465,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
16167880,D3_TFIDF,A0170,"[""218055"", ""34420"", ""62245"", ""151555"", ""216819""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
16167880,D3_E2_ROBERTA,A0171,"[""218055"", ""34420"", ""151555"", ""62245"", ""216819""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
18460909,B0,A0172,"[""161724"", ""203806"", ""WMA_abb1132746c1cef8"", ""49522"", ""92701""]",1.0,0.557002,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
18460909,D0,A0173,"[""161724"", ""203806"", ""154848"", ""49522"", ""WMA_abb1132746c1cef8""]",1.0,0.4915422329563775,2.0,2.0,2.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
18460909,D3_TFIDF,A0174,"[""161724"", ""WMA_abb1132746c1cef8"", ""203806"", ""49522"", ""154848""]",1.0,0.491542,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
18460909,D3_E2_ROBERTA,A0175,"[""161724"", ""203806"", ""WMA_abb1132746c1cef8"", ""154848"", ""92701""]",1.0,0.484127,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
21742660,B0,A0176,"[""71062"", ""3923"", ""150283"", ""150284"", ""74541""]",1.0,0.436915,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
21742660,D0,A0177,"[""3923"", ""71062"", ""150283"", ""150284"", ""74541""]",1.0,0.3662156056570557,2.0,2.0,1.0,1.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
21742660,D3_TFIDF,A0178,"[""69709"", ""71062"", ""3923"", ""150283"", ""150284""]",1.0,0.403269,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
21742660,D3_E2_ROBERTA,A0179,"[""71062"", ""37161"", ""3923"", ""150283"", ""150284""]",1.0,0.594831,2.0,2.0,1.0,1.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
22268993,B0,A0180,"[""103745"", ""80613"", ""152113"", ""122089"", ""150616""]",1.0,0.648932,2.0,2.0,2.0,2.0,0.0,0.0,strong_e2_d2_d3_per_query.jsonl,strong_e2_d2_d3_per_query.jsonl
22268993,D0,A0181,"[""80613"", ""103745"", ""122089"", ""154151"", ""127983""]",1.0,0.6489315753318465,2.0,2.0,1.0,2.0,0.0,0.0,phase6b_r7/{split}_per_query.jsonl (D0),phase6b_r7/{split}_per_query.jsonl
